row,kernel,C,max_iter,coef0,tol,degree,Avg_Train_Acc,Avg_Val_Acc,Std_Val_Acc,gamma
27,poly,1.0,-1,0.0,0.001,2.0,1.0,0.8411111111111111,0.07618204318409753,0.1
29,poly,10.0,-1,0.1,0.001,3.0,1.0,0.8344444444444444,0.07737195714912748,0.05
30,poly,1.0,5000,0.0,0.0001,3.0,1.0,0.8333333333333333,0.0769800358919501,0.1
42,rbf,10.0,-1,0.0,0.0001,3.0,0.9983950617283951,0.82,0.08502722875426219,0.01
31,poly,0.1,10000,0.05,0.001,3.0,0.9909876543209877,0.8188888888888889,0.08374712082760565,0.1
47,rbf,3.0,-1,0.0,0.001,3.0,1.0,0.8155555555555556,0.08709296863229077,0.1
45,rbf,2.0,2000,0.0,0.001,3.0,0.9997530864197531,0.8133333333333332,0.08517230176327466,0.05
34,poly,3.0,-1,0.05,0.001,4.0,1.0,0.8088888888888889,0.08252197612278729,0.1
33,poly,0.5,-1,0.1,0.01,4.0,0.9908641975308642,0.8088888888888889,0.08618097524295697,0.05
2,linear,1.0,-1,0.0,0.0001,3.0,1.0,0.8055555555555556,0.07954345035153529,
3,linear,10.0,-1,0.0,0.001,3.0,1.0,0.8055555555555556,0.07954345035153529,
4,linear,0.5,-1,0.0,0.0001,3.0,1.0,0.8055555555555556,0.08480187512485415,
5,linear,5.0,-1,0.0,0.01,3.0,1.0,0.8055555555555556,0.07954345035153529,
6,linear,1.0,5000,0.0,0.001,3.0,1.0,0.8055555555555556,0.07954345035153529,
8,linear,2.0,2000,0.0,0.0001,3.0,1.0,0.8055555555555556,0.07954345035153529,
9,linear,0.5,-1,0.0,0.01,3.0,1.0,0.8055555555555556,0.08480187512485415,
10,linear,3.0,-1,0.0,0.001,3.0,1.0,0.8055555555555556,0.07954345035153529,
11,linear,1.0,1000,0.0,0.01,3.0,1.0,0.8055555555555556,0.07954345035153529,
41,rbf,5.0,-1,0.0,0.001,3.0,0.9620987654320987,0.7933333333333333,0.0889166623277447,0.01
1,linear,0.1,-1,0.0,0.001,3.0,0.9500000000000002,0.7877777777777779,0.09341927260382174,
7,linear,0.1,10000,0.0,0.001,3.0,0.9500000000000002,0.7877777777777779,0.09341927260382174,
26,poly,0.5,-1,0.0,0.001,2.0,0.9364197530864198,0.7877777777777779,0.08797446318585583,0.05
49,rbf,5.0,-1,0.0,0.001,3.0,1.0,0.7855555555555556,0.08749603165604458,0.2
50,rbf,10.0,-1,0.0,0.001,3.0,1.0,0.7855555555555556,0.08749603165604458,0.2
15,sigmoid,10.0,-1,0.0,0.001,,0.9464197530864198,0.7844444444444444,0.09469900334516675,0.01
43,rbf,1.0,5000,0.0,0.001,3.0,0.9618518518518517,0.7822222222222223,0.08947032061865508,0.05
36,poly,5.0,-1,0.1,0.001,5.0,1.0,0.78,0.08816370855501053,0.1
48,rbf,1.0,1000,0.0,0.0001,3.0,1.0,0.7755555555555556,0.08746074957401967,0.2
37,poly,10.0,-1,0.0,0.001,5.0,1.0,0.768888888888889,0.09386094258641277,0.2
35,poly,1.0,1000,0.0,0.0001,5.0,1.0,0.7622222222222222,0.092988782012923,0.05
46,rbf,0.5,-1,0.0,0.01,3.0,0.9354320987654322,0.7611111111111112,0.09953596037316063,0.1
12,linear,0.05,-1,0.0,0.0001,3.0,0.8823456790123455,0.7366666666666667,0.09415642356613503,
40,rbf,1.0,-1,0.0,0.001,3.0,0.8233333333333333,0.7077777777777778,0.08944962027812771,0.01
17,sigmoid,1.0,-1,0.0,0.0001,,0.7423456790123457,0.6611111111111111,0.08975274678557507,0.05
24,sigmoid,1.0,1000,0.05,0.0001,,0.7282716049382717,0.6566666666666667,0.09275615183751265,0.05
16,sigmoid,0.5,-1,0.0,0.001,,0.7225925925925926,0.6355555555555555,0.0896908269804914,0.05
18,sigmoid,5.0,-1,0.1,0.001,,0.7383950617283952,0.6088888888888889,0.09555555555555556,0.05
28,poly,5.0,-1,0.1,0.0001,3.0,0.7159259259259259,0.5722222222222223,0.11824331474329314,0.01
14,sigmoid,1.0,-1,0.0,0.001,,0.7077777777777777,0.5511111111111111,0.12464269922115696,0.01
39,rbf,0.5,-1,0.0,0.0001,3.0,0.6746913580246914,0.5399999999999999,0.1242458733199499,0.01
19,sigmoid,1.0,5000,0.0,0.001,,0.4559259259259259,0.41,0.10054788184347732,0.1
21,sigmoid,2.0,2000,0.0,0.001,,0.4058024691358024,0.3877777777777777,0.09525145408954573,0.1
25,poly,0.1,-1,0.0,0.001,2.0,0.41456790123456794,0.29333333333333333,0.16026213095202482,0.01
38,rbf,0.1,-1,0.0,0.001,3.0,0.4083950617283951,0.2877777777777778,0.148527754400181,0.01
13,sigmoid,0.1,-1,0.0,0.001,,0.40382716049382716,0.2866666666666667,0.14502447643564204,0.01
44,rbf,0.1,10000,0.0,0.0001,3.0,0.4193827160493827,0.28555555555555556,0.14186152176691427,0.05
20,sigmoid,0.1,10000,0.1,0.0001,,0.3949382716049382,0.2822222222222222,0.0954780047064037,0.1
32,poly,2.0,2000,0.0,0.001,4.0,0.3941975308641975,0.27444444444444444,0.11675129205936381,0.01
22,sigmoid,0.5,-1,0.1,0.01,,0.2350617283950617,0.2177777777777778,0.09482928130378608,0.2
23,sigmoid,3.0,-1,0.0,0.001,,0.20209876543209873,0.19999999999999996,0.08606629658238704,0.2
